document,label
i mean how would you feel if euan got hauled in for murder but you knew he was innocent,joy
i should feel contented with what ive now,joy
i am feeling in a generous mood so there will be a runner up prize which will be a copy of my other a href http www,love
i hope you get that butterflies feeling again one day because it was really fantastic,joy
i feel at times i am not good enough on the aspects of a fiance a mother a friend a daughter,joy
i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger
i feel like ive been terribly wronged and that all is hopeless,anger
i really thought i was ok with how things are but here i am out of no where crying and feeling empty and sorry for myself shame on me,sadness
i want the girl i love to feel loved and be loved,love
i remember feeling outraged to my core when i read a particularly heinous series of articles in the friday times where else if not this paper,anger
i always feel like i should look cute when i vote,joy
i feel an eager anticipation,joy
im sorry i have a really bad cold and im feeling bitchy cos i never got to go out drinking myself stupid with my best friends tonight,anger
i feel awful and have had chills on and off day and night,sadness
i am feeling rebellious i will start from the end instead of the beginning a very good place to start,anger
i feel like i do for every one and the only one who does for me does it with an attitude and is aggravated to be asked,anger
i am feeling a bit unsure about some of these im going to give it a try anyway,fear
i feel all agitated and moody and wanting wanting wanting,fear
i plan on relaxing in the lounge for an hour in front of the tv for a bit of man vs food where i shall feel very virtuous as i swap a late night chocolate bar for a cup of tea whilst watching someone else gorge themselves on disgustingly bad food,joy
i feel my readership has been severely damaged to the point where it will take a very long time to build it back up,sadness
i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,joy
i have still been feeling numb i cant feel myself chewing or swallowing food,sadness
i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,love
i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth,sadness
i do not feel remorseful and ask for forgiveness when i know ive done something wrong,sadness
i feel energetic and fresh and the great things is my eye sight has improved a lot,joy
i wonder how shed feel about supporting me,love
im feeling hot already after tackling the front hedge,love
i was still looking out for good causes that i feel passionate about to volunteer and again last year when a friend introduced me to an organization that packs food rations for needy families,love
ive just been told that i should feel more remorseful about the whole thing and that i should hang my head low for a long while because im pond scum,sadness
i get to purchase the best fruit the shop gets to reuse their bags and i feel virtuous about walking out of the shop without a scrap of new plastic the bag in the picture is old and well loved,joy
i am already feeling frantic,fear
i just feel like its rude,anger
i was feeling nervous my hands felt shaky my heart was pounding,fear
i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,joy
i feel like i ll never be as graceful and beautiful as i once thought i was all because i based my opinions on theirs,joy
i feel like my meds arent working correctly and idk its weird,fear
i feel like being distracted,anger
i feel as sweet as a centuries old cake,joy
i am not feeling very clever or creative,joy
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,sadness
i imagine you re going to come away from it feeling a little jealous you can t quite,anger
i feel shaken and scared,fear
i guess you could say i am a loner but i feel more lonely in a crowed room with boring people than i feel on my own,sadness
im used to feeling empty that i dont know what happiness feels like,sadness
i could feel my moms presence and my friends and family were supporting me that day,love
i feel better now on the menu tonight,joy
i got this very sexy latex outfit from their lucky chair it made me feel very naughty the hair is called hungover and it is free by a href https marketplace,love
i dont know you or what your going through but i feel sympathetic because im human lies,love
i finished our drinks and left and i came to feel more and more sympathetic and bad for this old man to the point where im still thinking about it hours later,love
i really do feel it is beaten into us to breastfeed,sadness
i feel for loving you,love
i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,anger
im feeling very hesitant about wanting to buy another house,fear
i feel so often when i roll through my beloved new york that so little is done for so many if i start to write about race colour religion and sexual preference and gender identity my readers will say hey mia what s up are you confused,love
im feeling a little apprehensive about it because i feel like im suddenly way too old compared to my mental age of about,fear
i could compare john fullbright to a lot of people to try to give you some reference points but i feel like that does him a disservice as soon as you think oh hes like fill in the blank suddenly hes not,sadness
i feel incredibly loved and i know baby cap does too,love
i can genuinely say from the bottom of my heart that i feel absolutely thankful,joy
i am certified via ace and i love what i do but lately i feel like a fake,sadness
ill write a bunch youll respond and then ill back off in part because i feel shy,fear
i missed the blessing of god s providence the feeling that god was caring for me and protecting me,love
i am feeling emotional about something or other positive or otherwise,sadness
i feel quite passionate about as communion is of tremendous importance to me personally and theologically,love
i got this amazing news from tracy today the final covers only chapters no wonder we were feeling so rushed and it seemed we didnt have enough time,anger
i read promotional emails and advertisements or listen to television commercials and dialogue in shows and movies or hear people around me in everyday life use commands such as the following examples i feel dismayed for them,sadness
i feel as messy as my room,sadness
i have to feel whiney when i m just today one week out of surgery major abdominal surgery,sadness
i feel like a jaded cat whatever who doesn t ever get nervous before races because i ve just done so many and i couldn t care less,sadness
i cried through it all but i remember them blessing us to feel comfort and i remember feeling a sweet spirit,love
i feel only jubilant elation,joy
i didnt feel brave or confident coming out of the mass,joy
im feeling very uptight right now,fear
im not really into bashing gw the hobby or other people so i try hard to focus on subjects that i feel passionate about and want to spend the time to do it right,love
i want to stop taking it one day but also feel terrified that lots of feelings of anxiety panic will come flooding back,fear
i look at it and again i feel horrible,sadness
i feel pressured by a dumb feeling,fear
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,fear
i kind of wish i had come up with those thoughts myself rather than feeling the way i do now a lame disciple merely about to regurgitate eva s thoughts on to you all,sadness
i feel more peaceful and together than i have,joy
i feel awful for so but he has to know im not lying about what the kid does sometimes if hell stoop to pending on himself,sadness
i can feel the cold of winter,anger
i just want to feel numb nothing an emotionless day if you will,sadness
i like to think i can handle a lot but when i feel like my cup runneth over i get irritable,anger
i feel a little brave and venture out of my comfort zone and into the kitchen,joy
i am feeling pretty restless right now while typing this,fear
i remember feeling uncertain about what to say well erm we are trying and my period is due this week so erm,fear
i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,sadness
i have control issues though they really only kick badly when i feel unprotected or dont trust my safety net,fear
i need to be more upfront about how i feel about how im being valued at work,joy
i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside,fear
i could feel how exhausted my arms and legs were,sadness
i feel terrible and sexist whenever im in a group of women and they start talking about dieting and my brain automatically drops the t,sadness
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i have been really feeling my age and beyond this week i thought a gentle reminder was in order,love
i feel so delicate around you,love
i feel morally outraged and furious more often than i d like,anger
i also feel at times that i must have been a vain person in an earlier reincarnation and that i have learned to look beyond personal beauty and be beautiful from the inside and reflect it through my spiritual to my physical,sadness
i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,fear
im feeling so insecure financially right now that i dont want to spend the,fear
i was capable of doing the same as of late ive been feeling pretty bitter and depressed and not a lot of gratitude in general,anger
i was feeling ok it would be fun to drive over to dunstable and stand in a field for an hour or so watching people try and drive preposterous motors up grass slopes thats trialling,joy
i feel very suspicious of all of them,fear
i often times feel lost here because all our friends seem to leave us and move away,sadness
i also feel sometimes that ive missed out on things because of the amount of times ive had to leave somewhere early to take someone home,sadness
i started to feel butterflies in my stomach and my body starting to get hot,love
im feeling generous tonight,love
i hate feeling that im so indecisive,fear
i feel so supportive of her because shes pretty good she sang for us at a meeting we had,love
i feel could have been left out entirely they smack a bit of empty promotion and self congratulation but once one finds the real meat of the information its precious information indeed,sadness
i feel hes being very casual with my entire future,joy
i am feeling grumpy i put this on,anger
i feel this way is probably because i am dumb and i try my hardest to cover it up by reading lots and lots of books or you know becoming a doctor,sadness
i get this gut feeling or am i just being paranoid,fear
i am in no way complaining or whining or feeling ungrateful,sadness
i feel like one of those devoted fans who follows their favorite band while they are on tour only years late,love
i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,fear
i also feel fearful and concerned for them both worried,fear
i feel simultaneously thrilled and shy about this its both unsettling and exciting to see myself in this way,joy
i am still undeniably big having that weight gone feels pretty terrific,joy
i don t know how to feel any other way about losing someone who feels like a member of my family than heartbroken,sadness
i did feel pretty cool when my wifes coworkers showed her the design on pinterest and she said my husband was the designer,joy
i feel though its pretty dangerous to to apply one strategy to match,anger
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i walked away from those years believing it was that i didnt want to ever make other people feel like they were as worthless as i often felt,sadness
i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
i feel so empty and cold inside,sadness
i feel like my house is constantly messy and i feel like i am always cleaning up after them,sadness
i feel strong confident intelligent and ready to step out into the real world,joy
im feeling slightly irritable but generally level headed and actually not in a bad mood,anger
i do not feel assured in myself and i bet i know a few who can relate,joy
im the solo follower at the moment but i have a feeling theres going to be some terrific stuff on there in no time,joy
i feel as weird criticizing this game as much as i feel weird praising it,fear
i feel im being hated,sadness
im feeling aggravated listening to phoenix lost and found,anger
im not enjoying winter hate feeling cold and having to dress in so many layers,anger
i am used to being let down and feeling rejected by guys,sadness
i can feel myself slowly uncoiling from the fearful place inside and enjoying the time as i hope he can enjoy it and starting to actually swim around a bit rather than just walk in the water,fear
i truly feel terrific,joy
i said earlier our bodies have gotten used to the heat and the curiosity of what degrees feels like keeps me eager for the next summer day,joy
i wish i knew how he was really feeling aside from reading the nervous twitches,fear
i tgt v u but i still feel unhappy,sadness
i feel very awkward,sadness
i feel like people like this arent getting caught therefore the government plays it up when they catch criminals of petty crimes to make themselves look better,anger
i feel fearful of how this sensitive non confrontational driven girl will thrive as an executive in the corporate world,fear
i feel really greedy wanting all this stuff but my mom asked me to make a list so,anger
i still feel incredibly frustrated by it,anger
i am the head of my family i should be looking after them but i feel i am worthless to them i am nothing now,sadness
i did not feel sympathetic as the narrator struggled through her low income life,love
i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,sadness
i use the noticer to discover the source of my feelings it allows me to understand and realize that there is no solution for these past feelings i am grappling with only compassionate awareness,love
i feel kind of petty blogging about this,anger
i feel so blessed for my husband and my family supporting me on my mission of health and happiness and spreading it to my community and the world,joy
i feel that if i make one mistake everything will shatter like a delicate crystal flower that slipped from my grasp,love
as a child i suffered of nightmares even since than,fear
i was so nervous all i remember is my heart beating loudly and feeling insecure as others watched me from off stage,fear
im happy i got her to see her smile and laugh yesterday something to bring me joy when i feel completely drained,sadness
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger
im feeling generous or in a restaurant like the mandarin grill which has a fairly stellar reputation this impression may be extended to edible yet decorative garnishes like samphire,love
i feel happy and grateful to you all,joy
i am feeling pretty sad because it looks like i wont be able to plant my tomato garden this year,sadness
ive been feeling like i cant put a lot into this because hes not caring about it anyway,love
i just didnt feel they got me which meant i was reluctant to open up and really share what was going on,fear
i feel poles are most useful in pairs all price and stats in this review are for two poles,joy
i just follow my dreams and my heart and some how that makes life feel sweet and work for me,love
im being particular but id feel uncomfortable even asserting ive ever been in love,fear
i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,joy
im feeling a tad bit gracious,joy
i i just feel so self content,joy
i carry the usual guilt of feeling selfish and self centered if i spend time or anything on myself,anger
i feel quite honored to exhibit my work in portugal especially within the critical and philosophical context of the god factor project said west,joy
i talk to you i feel like a lot gets resolved,joy
i feel spiteful for typing this but the first hand knowledge and statistics ive gone over regarding mormons and anti depressants is startling,anger
i feel generally dissatisfied and lost,anger
i go i see our flag flying at the turkish schools and i feel very proud,joy
i almost inexplicably burst into tears in front of my mother its kind of a long story unfounded guilt about feeling ungrateful earlier today but ive been cleaning and trying to keep myself active so i dont keep falling back into slumps,sadness
i have been in the advertising world for over years and left nyc years ago after working as a creative director at some of the best agencies in the world feeling discouraged demoralized and questioning everything that i thought i love in the world of creativity,sadness
i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,joy
i just feel more resentful and tell myself it was better if i did not share with him,anger
i sometimes feel so vulnerable and so lost,fear
i have to be honest with a grandmother that passed away at i dread the idea that if i die young i wont get to do all of these things i really feel passionate about,love
i feel like our relationship revovles around sex and when we do he wants it to be really adventurous trying new things using toys etc ansi just find it exhausting trying to keep up,joy
i feel the tingle in my stomach and the pleasant fullness of satisfaction,joy
i hardly feel that way m usually hyper and bouncy around everyone,joy
i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,joy
i have been told that these same vendors feel like they might end up supporting much more than just one more platform as linux has many popular distribution releases these days,love
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear
i cant help but also feel incredibly lucky over how it all went down and the community around us,joy
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger
i saw that i had the last spot on the tour and that i was going to be wrapping the whole thing up i must admit to feeling a little intimidated,fear
i feel i did some thing impolite katanya,anger
i feel about putting on brave faces fuck that let s get real,joy
i smokes hi feels more hat ome and kind o contented like,joy
i feel like im being taken advantage of and on top of that i am really bothered by my boyfriends sloppy behaviors,anger
i feel delighted to showcase this journey,joy
i am appalled that i feel violent toward another human being,anger
i already feel like i fucked up though because i dont usually eat at all in the morning,anger
i went to bed feeling utterly miserable last night,sadness
i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,joy
im feeling a but of melancholy today a bit of sadness but i also feel that the sadness is ok,sadness
i didnt want to be lazy or feel groggy so i just kept drinking red bull,sadness
im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others,fear
i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me,fear
i feel greedy but too idealistic what is it to expect she would want you to talk to me your proported best friend that she might be happy you have me,anger
i am sick of you feeling sad and upset so lets do angry because angry i can handle,sadness
i stare and feel utterly helpless,fear
i feel weird having to yank it down and readjust it at points,fear
i feel so sympathetic embarrassed for betty here that it s tough to watch,love
i feel complacent in my life,joy
i can totally sympathize with everyone here who doesn t speak native english as i feel like a brain damaged five year old whenever i try to speak japanese for any length of time,sadness
i feel like i have to fight with myself to not give in to it but sometimes the battles are ferocious,anger
i feel lousy pain in my leg and foot falling back pain my guts were a mess around easter,sadness
i enjoy feedback and love comments on my posts so please do not feel afraid,fear
i really want to be proud to say i ve lost x amount of weight rather than feel discouraged because i m not where i want to be,sadness
i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night,fear
i feel like ive resolved some things in the last week,joy
i learned to feel the clay and its limits the artistic expression became more important than the mastery of the material,joy
im feeling pressured because it is crunch time with looming deadlines once i hit the airport thursday i know ill be too busy to worry with the other items for a few days,fear
i have to admit i feel shaken up,fear
im feeling really annoyed,anger
i feel very blessed and loved by the people around me,love
i was feeling pretty cranky and down and all i could think of what how much better i feel when i cut my hair off,anger
ive been cleaning the apartment trying to get life back in order after vacation and holiday mayhem and instead of feeling grumpy about it like i usually would i am feeling overwhelmingly blessed,anger
i would already begin to feel calm again and think that the one drink worked,joy
i arrived at the gym she was such a ball of sunshine and made me feel very welcomed at the gym although i felt like a dorky unfit rotund sloth that did not fit in with the environment of buffed fit looking and fierce looking bloke,joy
i can make someone feel unwelcome rrreeaallyy fast without saying a word,sadness
i thought id make a list of ways that you could celebrate today whether youre ready to be your creative self your activist self your worker self or you just need some ways to feel festive,joy
i used to share my feeling and thought all to my lovely roomates shermin and joey,love
i could genuinely connect and enjoy instead of withdrawing and feeling resentful,anger
im pretty sure of is this feeling inside me of being terrified,fear
i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,sadness
i began to feel such a strong connection to several of them,joy
im feeling quite cold actually,anger
i can often go a week or two without iming anyone at all if im not feeling especially outgoing and no one pokes at me,joy
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,joy
i think its safe to say we were a learning experience for one another and i honestly have nothing but positive feelings and fond memories for you,love
im going to let myself feel tender about it blog about it then let it go,love
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger
i have simply not feel like learning those unimportant stuff,sadness
im most expressive when i feel distraught,fear
i still feel it is equally unimportant but in the spirit of a href http blog,sadness
i am so feeling so rich and yup i know i am so blessed,joy
i wanted to because he loves me and i feel like if he cares enough about me even if he doesnt care about the wedding itself he should be more supportive and not throw it in my face,love
i let myself feel unsuccessful,sadness
i feel so fucked up most of the time because not being able to concentrate on anything amp feeling anxiety all the time about everything makes me stressed apathetic amp i cant handle stress at all,anger
i feel it is unfortunate that the community has had little more than weeks to evaluate this solution prior to the more drastic way stop proposal coming to a vote at public works,sadness
i am down pounds feel fantastic and were shocked to have discovered what i had been going through this past year,joy
i feel remorseful but i am not ready to die and i do not look in the mirror,sadness
ive always heard choose one feauture to play up eyes or lips then tone down the other feautures and i love this rule i feel envious of selena here she is soo pretty she has lovely dark hair and great eyes she can wear such a wide colour range,anger
i feel like i ve been put in a bag and shaken up but otherwise ok,fear
i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices,joy
i feel an honor of my content being there,joy
i stopped feeling intimidated when looking at a wod i guess that means i am learning how to find a right balance where to scale down and where to push harder,fear
i can tell you that i feel oddly vulnerable and disjointed and like i just dont want to come out and play a lot of the time,fear
i know that i shouldn t let people decide my happiness but damn it feels like i either have to risk my happiness to please other people that s how much i hate this school this school is fucking pathetic and doesn t deserve my time and money,sadness
i feel so dull when you re not around,sadness
i feel that i can answer in a completely un sarcastic way,anger
i have a feeling he will just follow sweet luke around everywhere he goes when he does,love
i could feel her whimper to the thought of being unloved and uncared for,sadness
i have the capacity for great care and compassion as well as the ability to bite metaphorically speaking when i feel threatened,fear
i really feel that when people consistently make us feel unimportant in the grand scheme of life,sadness
i feel pity for gatsby because the longing he feels for the past is so evident,love
i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,joy
i do feel tender,love
i feel blessed to be on this journey so quickly and honored to help,love
i feel so heartless right now,anger
i be able to look them in the face again without feeling awkward,sadness
i feel unwelcome when i am with her,sadness
im feeling thankful for the man snoring in bed beside me the girl laying cross wise on my pillow the baby who woke me at a,joy
i didnt feel isolated as a child i do remember feeling a bit overwhelmed by the different feel of the neighborhoods when we came down the mountain,sadness
i would feel joyful,joy
i see other people writing about love when they have just brokeup and finding another person in his her life i kinda feel so disgusted,anger
i sighed feeling like she was doomed to fail at this sort of thing,sadness
i scream every day and every night and no one hears and my face is starting to fall off and i feel anxious and frightened all the time and i don t think i know what anything means anymore,fear
i learned i feel lonely at parties i like to plan them however if you dont stuff your feelings with food or liquor or shopping you can,sadness
im feeling the moxie fab love cath script src http www,joy
i pretty much have everything in place to feel terrific going into this affair,joy
i may resurrect when im feeling more generous i did an all too lengthy series on a history of my celebrity crushes,joy
i sing i feel weird,fear
i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger
i make some of those cracks by the age old system of not sleeping and driving myself insane but i dont have the energy and i dont have that feeling because it feels like ive already devoted my life to working and hacking systems and fucking with numbers for people,love
i feel i deserve i get depressed,sadness
i needed to feel energetic and confident,joy
i feel distressed music on my mind rewrite fma op,fear
i left the eagles complex sunday feeling cooper will have the chance to as he told the team when the news broke last week make it right,sadness
i feel dirty even admitting that ive seen it much less own it on dvd,sadness
im feeling somewhat indecisive about what to do in terms of an alliance,fear
im just gonna end here cause i feel stupid lying on my bed typing non stop for the past mins,sadness
i start to feel my muscles aching and break out in cold sweat,sadness
i feel terrible for him and want to cheer him up,sadness
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,anger
i feel like watching a show or a movie after the kids are in bed i make sure to hop on my elliptical or spin bike for at least minutes of the show before i settle down and stretch out for the night,joy
i feel listless but today was aiiiiighhhht,sadness
i feel the most important thing is just someone makes you very comfortable thats all,joy
ive written that blog post and i am feeling even more energetic,joy
i feel pretty crappy complaining about the woes of pregnancy,sadness
i was more irritable i went from having a million and one ideas to feeling like not being bothered from feeling inspired to feeling obligated,anger
i wanted to take this opportunity to express the way i feel about myself the blog and your lovely selfs of course,love
i feel slightly disturbed by the whole thing,sadness
i can t imagine a real life scenario where i would be emotionally connected enough with someone to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently,joy
i have been busy pleasing people which i currently feel so regretful about today,sadness
i feel everything is in control then i am ok,joy
i don t feel bitter about my lot nor do i wish any other mother s son was in my place,anger
i feel very hostile at the thought of taking out my credit card,anger
im here to tell you you arent alone if you feel vulnerable,fear
i feel like everywhere i look a piece of my sweet boy is missing,joy
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,anger
i feel sure a new necklace will come from this afternoon of beach combing,joy
when my mother was seriously ill and had to be admitted to the hospital,fear
i feel like it my beloved burkie who i miss more than words can ever say,joy
i think i still feel numb,sadness
i am feeling a bit doubtful of myself the last couple of weeks,fear
i say to that because she definitely has a right to feel furious but i dont think ive threatened anyones life ever in anger,anger
i feeling stressed,anger
im not feeling obnoxious with myself anymore,anger
i had grand plans of baking through my two days off but i mostly ended up just curled up on the couch pouting about not feeling well,joy
i was made to feel like it was my fault that i couldn t control my husband and his violent behavior if they even believed it existed,anger
i confess i feel a little apprehensive,fear
i will remember you as someone who i could feel so comfortable around,joy
im feeling so so insecure,fear
i am just tired of feeling abused by everyone,sadness
i feel that blogging is less dignified than other media which is why i do it but i also understand it s not a competition and the distinction is somewhat blurred so it s really just a a href http www,joy
i needed to clear my head he tells him and sighs when he feels gentle fingers in his hair,love
i established a rule with my comp that we don t end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,anger
i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,joy
i feel a surge of adrenaline and excitement as i immediately recognize these two birds to be a gorgeous pair of marbled murrelets,joy
i feel like an idiot for looking a bunch of keys that weren t there and i m getting frantic about nick not letting me in for forgetting my keys,fear
ive been thinking about it because recently theres been times ive been overwhelmed with gratitude to the point of tears and other times im thinking about it because im im feeling so incredibly ungrateful maybe also to the point of tears and wondering why,sadness
i am convinced that being encouraged to be obedient to the commandments of god when done with compassion and love by caring church family members do not leave us feeling abused trapped and hopeless but strengthened hopeful and cherished by both god and his church,sadness
i could feel myself being pulled in as if some evil vampire wanted to suck me into the pits of hell,love
i want to avoid feeling disliked,sadness
i feel troubled over,sadness
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,anger
i feel the depths of sorrow and suffering in love because i have felt its heights of joy and goodness,sadness
i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger
i feel insecure all the time,fear
i know like the recommendation function in modern web shops while it feels a little bit strange to see the product you ve just searched for in a web shop on a totally different site s advertising,fear
i do know the next time im having a glass of red wine im tossing a big ol ice cube in it and if im feeling really rebellious i may not even swirl the glass or sniff it and i recommend you try the same thing,anger
i still feel that way because im stubborn like that but those people who were spazzing out are the ones with dates now,anger
ive reserved the right to feel all stubborn and powerless about it,anger
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,fear
ive been thinking about that this morning and realizing that my ordinary life is starting to feel dull,sadness
i feel fab if i can get hours sleep in one go but sam doesnt always oblige,joy
i feel like buy to play is the most accepted model by consumers at large,love
i feel quite frustrated,anger
i can still remember what it was like to be a teenager and that giddy feeling of amazement when the hot looking boy you like although we didn t use the term hot back then actually likes you back,love
i feel slightly like a traitor admitting that i really liked the new place,love
i started to feel that irritated feeling,anger
i always get the feeling that im actually dampening my friends moods because theyre all so carefree and happy with their life while i dont show the same enthusiasm,joy
i feel empty inside all the time,sadness
i left the place feeling heartbroken,sadness
i did not feel faster or stronger in that way but i did feel more energetic,joy
i feel and some is just a hateful of hollow yes i hear many smiths these days,anger
i feel less bothered my get the rape stick out of your ass because i think a statement like that says a lot more about the speaker than the target,anger
i feel deer supporting mice parade at the hope rel bookmark permalink,joy
i am energetically pursuing my goals or i feel agitated and unable to sit still,anger
i feel like handing the kids over and saying here you think theyre so cute,joy
i feel flirty playful sexy reckless,joy
i feel at this point i ought to just add my sincere apologies to her for taking so long to commit my tag to my blog and hand over the baton to someone else to run with,joy
i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,joy
i feel utterly useless as a mother because i just dont know what to do,sadness
i feel such morose sentiments floating around my brain,sadness
i didn t want them sending me crap i d feel almost insulted to win and embarrassed for whoever made it like in oregon,anger
i feel so rude saying i ll get back to you cause shes so nice and needs me but i d prefer to work in a href http www,anger
i really appreciate his protectiveness and slight jealousy over my attention it makes me feel valued,joy
i will think of something else feel all passionate about that and then it too would stop,love
i feel like i am carrying him suuuper low too,sadness
i feel like were getting married again it was so romantic and fun,love
i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,joy
i could feel what was going to happen at the very end but it still startled me,fear
i wanted to upgrade the characters i was creating and engage them in battles of a similar setting transformations the raising of energy flashy colors chaotic explosions feelings of desperation when the adversary has you beaten etc,sadness
i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business,fear
i am going to feel annoyed with myself,anger
i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,joy
i would feel even more clever had i actually intended to do that,joy
i feel pathetic and i want to push myself but the idea of chicken mince wheat free pasta rice spelt bread and fruit sorbet is quite scary,sadness
i feel very blessed to have a new team of doctors that are by my side and listen,love
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,anger
i don t feel respect i don t feel admiration and i don t feel an entirely romantic tone,love
i don t understand why musicians sometimes feel inhibited,fear
i feel so extrememly bitchy today that ive done something i have never done in my years of life,anger
i just feel distressed i dont know why though but i do,fear
i feel honored to wear usa on my back,joy
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger
i was feeling wednesday night so i wasn t thrilled to be in training again ha,joy
i am feeling thankful for warm sunshine crisp autumn air and bright fall colors,joy
i can feel myself agitated now so im going to have to leave work in a sec,anger
im stuck feeling too casual and frumpy when i return to the office,joy
i feel when ever i listen to the msm main stream media deprived,sadness
i started to answer no i just was feeling kinda horny sis,love
i feel assaulted when i hear the radio ad,fear
i feel is anger with myself for trusting him in the first place and then letting him treat me like that,joy
i make a mistake i cringe feel idiotic and become filled with self loathing,sadness
im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple,fear
i feel pressured to write because i pressure myself to write or at least that it s just ingrained to do so,fear
i feel a tender compassion glancing at her huge and heavy rucksack,love
i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,love
i noticed myself feeling victimized resentful fearful ripped off crazy my body reacted with sensations of tension and chaos,sadness
i feel shafted or greedy,anger
im thankful for it and the parents because they are understanding and make me feel less wimpy,fear
i feel more irritated than peaceful,anger
i feel really lucky to be part of what looks like an active and friendly homeschooling group here in dubai,joy
i didnt feel that way with this we got to be with everyone on the dangerous path to freedom,anger
in the army,anger
i am feeling so ridiculously uncomfortable these days the rising temperatures dont help and i have added wicked heartburn to the list of things keeping me up at night,fear
i have been asking myself some difficult questions in an attempt to understand why i feel this strange push and pull between different aspects of my life,fear
when i was subjected to a very nasty joke by a group of friends,anger
i have a neutral feeling about two broke girls because while i like kat denningss deadpan delivery and a href http media,sadness
im feeling really festive this year usually i dont get in the mood until mid december,joy
ill feel a little more sympathetic towards them but until that day,love
i feel shy of my broken english,fear
i feel that you couldnt be bothered anymore,anger
i love to be able to say how i feel and i love to be in this complacent spot,joy
i feel stupid using this name,sadness
i was feeling depressed about our infertility and had received a slew of pregnancy announcements that week,sadness
i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,sadness
